 22:45:46,-0.284,0.068,0.952
 22:45:46,-0.280,0.056,0.952
 22:45:46,-0.284,0.052,0.972
 22:45:46,-0.284,0.052,0.956
 22:45:46,-0.284,0.056,0.964
 22:45:46,-0.280,0.040,0.964
 22:45:46,-0.276,0.036,0.972
 22:45:46,-0.280,0.048,0.964
 22:45:46,-0.284,0.052,0.956
 22:45:46,-0.288,0.060,0.956
 22:45:46,-0.280,0.064,0.944
 22:45:46,-0.284,0.064,0.952
 22:45:46,-0.272,0.060,0.960
 22:45:46,-0.280,0.060,0.956
 22:45:46,-0.280,0.064,0.964
 22:45:46,-0.276,0.060,0.960
 22:45:46,-0.284,0.068,0.964
 22:45:46,-0.276,0.064,0.964
 22:45:46,-0.276,0.064,0.964
 22:45:46,-0.284,0.068,0.972
 22:45:46,-0.280,0.076,0.956
 22:45:46,-0.292,0.068,0.964
 22:45:46,-0.280,0.068,0.964
 22:45:46,-0.296,0.072,0.960
 22:45:46,-0.296,0.072,0.960,0.058
 22:45:46,-0.296,0.060,0.960
 22:45:46,-0.300,0.052,0.956
 22:45:46,-0.288,0.056,0.956
 22:45:46,-0.292,0.068,0.956
 22:45:46,-0.288,0.064,0.952
 22:45:46,-0.276,0.064,0.940
 22:45:46,-0.296,0.060,0.948
 22:45:46,-0.280,0.060,0.948
 22:45:46,-0.268,0.056,0.940
 22:45:46,-0.280,0.060,0.952
 22:45:46,-0.284,0.064,0.948
 22:45:46,-0.268,0.060,0.952
 22:45:46,-0.292,0.056,0.948
 22:45:46,-0.288,0.060,0.952
 22:45:46,-0.284,0.060,0.952
 22:45:46,-0.284,0.056,0.952
 22:45:46,-0.288,0.056,0.952
 22:45:46,-0.276,0.056,0.948
 22:45:46,-0.272,0.060,0.956
 22:45:46,-0.280,0.060,0.956
 22:45:46,-0.292,0.056,0.956
 22:45:46,-0.280,0.052,0.944
 22:45:46,-0.284,0.056,0.952
 22:45:46,-0.272,0.064,0.944
 22:45:46,-0.272,0.064,0.944,0.057
 22:45:46,-0.276,0.068,0.948
 22:45:46,-0.276,0.064,0.952
 22:45:46,-0.288,0.060,0.948
 22:45:46,-0.288,0.064,0.948
 22:45:46,-0.280,0.052,0.956
 22:45:46,-0.284,0.064,0.956
 22:45:46,-0.288,0.056,0.960
 22:45:46,-0.272,0.048,0.952
 22:45:46,-0.276,0.048,0.948
 22:45:46,-0.288,0.068,0.952
 22:45:46,-0.288,0.060,0.952
 22:45:46,-0.280,0.060,0.952
 22:45:46,-0.280,0.064,0.944
 22:45:46,-0.276,0.060,0.944
 22:45:46,-0.284,0.068,0.940
 22:45:46,-0.276,0.056,0.948
 22:45:46,-0.272,0.064,0.952
 22:45:46,-0.280,0.064,0.948
 22:45:46,-0.280,0.052,0.948
 22:45:46,-0.276,0.048,0.952
 22:45:46,-0.276,0.028,0.956
 22:45:46,-0.272,0.036,0.952
 22:45:46,-0.272,0.036,0.960
 22:45:46,-0.288,0.048,0.968
 22:45:46,-0.288,0.048,0.968,0.053
 22:45:46,-0.284,0.048,0.960
 22:45:46,-0.300,0.044,0.956
 22:45:46,-0.288,0.048,0.944
 22:45:46,-0.300,0.052,0.952
 22:45:46,-0.292,0.048,0.956
 22:45:46,-0.280,0.048,0.964
 22:45:46,-0.284,0.040,0.952
 22:45:46,-0.284,0.044,0.956
 22:45:46,-0.280,0.048,0.948
 22:45:46,-0.284,0.048,0.956
 22:45:46,-0.276,0.052,0.948
 22:45:47,-0.288,0.056,0.948
 22:45:47,-0.288,0.056,0.944
 22:45:47,-0.280,0.056,0.940
 22:45:47,-0.280,0.060,0.948
 22:45:47,-0.284,0.048,0.948
 22:45:47,-0.276,0.052,0.956
 22:45:47,-0.292,0.048,0.956
 22:45:47,-0.284,0.052,0.956
 22:45:47,-0.276,0.052,0.948
 22:45:47,-0.284,0.056,0.948
 22:45:47,-0.276,0.060,0.948
 22:45:47,-0.276,0.060,0.952
 22:45:47,-0.276,0.060,0.952
 22:45:47,-0.276,0.060,0.952,0.049
 22:45:47,-0.284,0.052,0.952
 22:45:47,-0.284,0.044,0.964
 22:45:47,-0.288,0.048,0.968
 22:45:47,-0.288,0.040,0.960
 22:45:47,-0.288,0.056,0.952
 22:45:47,-0.288,0.056,0.956
 22:45:47,-0.280,0.056,0.948
 22:45:47,-0.276,0.060,0.940
 22:45:47,-0.292,0.060,0.940
 22:45:47,-0.292,0.056,0.944
 22:45:47,-0.296,0.056,0.952
 22:45:47,-0.292,0.060,0.948
 22:45:47,-0.284,0.060,0.944
 22:45:47,-0.288,0.056,0.940
 22:45:47,-0.292,0.064,0.940
 22:45:47,-0.280,0.068,0.940
 22:45:47,-0.276,0.072,0.944
 22:45:47,-0.276,0.076,0.948
 22:45:47,-0.276,0.060,0.952
 22:45:47,-0.280,0.064,0.956
 22:45:47,-0.272,0.056,0.956
 22:45:47,-0.284,0.056,0.952
 22:45:47,-0.280,0.064,0.960
 22:45:47,-0.280,0.060,0.956
 22:45:47,-0.280,0.060,0.956,0.056
 22:45:47,-0.280,0.052,0.956
 22:45:47,-0.292,0.056,0.956
 22:45:47,-0.300,0.064,0.956
 22:45:47,-0.288,0.064,0.952
 22:45:47,-0.300,0.064,0.964
 22:45:47,-0.300,0.052,0.960
 22:45:47,-0.296,0.060,0.960
 22:45:47,-0.300,0.056,0.964
 22:45:47,-0.292,0.064,0.956
 22:45:47,-0.292,0.060,0.960
 22:45:47,-0.280,0.068,0.948
 22:45:47,-0.284,0.060,0.944
