 22:21:47,-0.928,0.172,0.304
 22:21:47,-0.932,0.176,0.304
 22:21:47,-0.920,0.160,0.300
 22:21:47,-0.920,0.156,0.304
 22:21:47,-0.920,0.168,0.300
 22:21:47,-0.916,0.164,0.304
 22:21:47,-0.924,0.164,0.304
 22:21:47,-0.932,0.164,0.296
 22:21:47,-0.928,0.156,0.296
 22:21:47,-0.928,0.172,0.308
 22:21:48,-0.928,0.176,0.304
 22:21:48,-0.928,0.172,0.304
 22:21:48,-0.920,0.172,0.300
 22:21:48,-0.924,0.172,0.304
 22:21:48,-0.928,0.176,0.304
 22:21:48,-0.924,0.180,0.304
 22:21:48,-0.920,0.176,0.304
 22:21:48,-0.920,0.176,0.300
 22:21:48,-0.920,0.180,0.304
 22:21:48,-0.924,0.184,0.300
 22:21:48,-0.916,0.180,0.308
 22:21:48,-0.916,0.176,0.308
 22:21:48,-0.924,0.172,0.312
 22:21:48,-0.928,0.176,0.316
 22:21:48,-0.932,0.168,0.308
 22:21:48,-0.928,0.176,0.304
 22:21:48,-0.936,0.168,0.312
 22:21:48,-0.924,0.168,0.312
 22:21:48,-0.928,0.168,0.304
 22:21:48,-0.924,0.168,0.304
 22:21:48,-0.920,0.168,0.308
 22:21:48,-0.924,0.168,0.308
 22:21:48,-0.928,0.164,0.308
 22:21:48,-0.920,0.156,0.308
 22:21:48,-0.928,0.168,0.308
 22:21:48,-0.920,0.168,0.304
 22:21:48,-0.924,0.172,0.316
 22:21:48,-0.920,0.180,0.308
 22:21:48,-0.924,0.168,0.304
 22:21:48,-0.928,0.172,0.304
 22:21:48,-0.916,0.172,0.304
 22:21:48,-0.916,0.168,0.308
 22:21:48,-0.916,0.172,0.304
 22:21:48,-0.924,0.172,0.304
 22:21:48,-0.924,0.176,0.304
 22:21:48,-0.928,0.176,0.296
 22:21:48,-0.920,0.164,0.308
 22:21:48,-0.916,0.164,0.296
 22:21:48,-0.920,0.172,0.296
 22:21:48,-0.924,0.172,0.300
 22:21:48,-0.932,0.168,0.296
 22:21:48,-0.920,0.164,0.304
 22:21:48,-0.924,0.164,0.312
 22:21:48,-0.928,0.176,0.308
 22:21:48,-0.924,0.168,0.308
 22:21:49,-0.924,0.168,0.312
 22:21:49,-0.924,0.168,0.304
 22:21:49,-0.924,0.164,0.304
 22:21:49,-0.928,0.164,0.308
 22:21:49,-0.924,0.164,0.304
 22:21:49,-0.920,0.164,0.300
 22:21:49,-0.928,0.176,0.300
 22:21:49,-0.924,0.172,0.304
 22:21:49,-0.920,0.172,0.304
 22:21:49,-0.924,0.172,0.304
 22:21:49,-0.924,0.160,0.300
 22:21:49,-0.928,0.168,0.300
 22:21:49,-0.928,0.172,0.312
 22:21:49,-0.920,0.164,0.300
 22:21:49,-0.924,0.156,0.296
 22:21:49,-0.928,0.172,0.312
